,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Upset,Team 1 World Ranking (at the time),Team 1 Points Accumulated,Team 2 World Ranking (at the time),Team 2 Points Accumulated
80,Victor_China_Open,2018-09-19,0,MS,4,0,41,14,16,51,,45,,22,20,21.0,17.0,,,43,37,2,0,3,1,5,5,0,1,0,5.0,39090.0,23.0,26730.0
81,Victor_China_Open,2018-09-18,0,MS,6,0,61,2,4,6,5.0,12,,21,11,20.0,22.0,21.0,19.0,62,52,2,1,3,2,4,4,1,1,0,2.0,46490.0,29.0,24290.0
82,Victor_China_Open,2018-09-20,0,MS,4,0,39,5,10,37,8.0,17,,21,18,21.0,16.0,,,42,34,2,0,2,0,7,4,4,7,1,15.0,28930.0,12.0,29180.0
83,Blibli_Indonesia_Open,2018-07-05,2,MS,4,0,36,14,5,14,,9,,21,18,21.0,11.0,,,42,29,2,0,2,0,5,6,1,2,0,5.0,30390.0,20.0,19340.0
84,Yonex_All_England_Open,2019-03-07,1,MS,4,0,41,3,3,54,6.0,43,,21,19,21.0,16.0,,,42,35,2,0,3,0,8,8,6,0,0,1.0,19840.0,24.0,8790.0
85,Yonex_All_England_Open,2019-03-06,1,MS,6,0,65,3,9,54,6.0,58,,16,21,21.0,18.0,21.0,14.0,58,53,2,1,5,1,8,5,2,0,0,1.0,19840.0,,
86,Yonex_All_England_Open,2019-03-06,1,MS,4,0,40,9,19,17,1.0,24,,21,13,21.0,7.0,,,42,20,2,0,4,0,10,3,3,0,0,4.0,17020.0,28.0,7780.0
87,Victor_China_Open,2018-09-19,0,MS,4,0,33,9,13,16,,21,,21,12,21.0,11.0,,,42,23,2,0,4,0,5,4,0,2,0,9.0,30000.0,38.0,19700.0
88,Yonex_All_England_Open,2019-03-08,1,MS,6,0,68,5,10,37,,69,,16,21,21.0,14.0,21.0,15.0,58,50,2,1,2,2,3,6,3,5,0,29.0,7190.0,62.0,2220.0
89,Yonex_All_England_Open,2019-03-09,1,MS,4,0,54,9,8,17,1.0,47,,21,19,21.0,11.0,,,42,30,2,0,3,0,5,5,6,1,0,4.0,17020.0,29.0,7190.0
90,Blibli_Indonesia_Open,2019-07-16,2,MS,4,0,43,3,4,8,,71,,21,16,21.0,18.0,,,42,34,2,0,3,0,6,4,3,3,1,21.0,24110.0,6.0,36010.0
91,Yonex_All_England_Open,2019-03-10,1,MS,6,0,81,9,5,17,1.0,70,6.0,21,11,15.0,21.0,21.0,15.0,57,47,2,1,3,3,8,5,13,5,1,4.0,17020.0,1.0,19840.0
92,Yonex_All_England_Open,2019-03-08,1,MS,4,0,44,9,9,17,1.0,25,7.0,21,12,21.0,16.0,,,42,28,2,0,8,0,9,4,15,4,0,4.0,17020.0,14.0,10080.0
93,Yonex_All_England_Open,2019-03-07,1,MS,6,0,80,7,3,53,,13,,22,24,21.0,17.0,21.0,16.0,64,57,2,1,6,4,10,5,1,0,0,62.0,2220.0,,
94,Yonex_All_England_Open,2019-03-09,1,MS,6,0,66,3,3,54,6.0,60,2.0,22,20,13.0,21.0,21.0,9.0,56,50,2,1,4,1,5,6,9,3,0,1.0,19840.0,26.0,8640.0
95,Yonex_All_England_Open,2019-03-07,1,MS,4,0,32,1,15,47,2.0,39,,21,8,21.0,10.0,,,42,18,2,0,3,0,7,3,2,1,0,26.0,8640.0,31.0,6420.0
96,Blibli_Indonesia_Open,2019-07-17,2,MS,6,0,92,1,10,4,5.0,69,,22,20,14.0,21.0,21.0,17.0,57,58,2,1,4,1,7,7,11,1,0,8.0,35130.0,20.0,24190.0
97,Blibli_Indonesia_Open,2019-07-18,2,MS,6,0,76,2,3,6,4.0,41,,24,22,17.0,21.0,21.0,13.0,62,56,2,1,2,6,5,5,2,7,1,22.0,24100.0,4.0,39740.0
98,Blibli_Indonesia_Open,2019-07-19,2,MS,6,0,76,2,10,6,4.0,17,6.0,16,21,21.0,18.0,21.0,14.0,58,53,2,1,2,2,8,5,6,9,1,22.0,24100.0,2.0,44310.0
99,Blibli_Indonesia_Open,2019-07-21,2,MS,6,0,91,2,5,6,4.0,0,,21,18,24.0,26.0,21.0,15.0,66,59,2,1,7,5,6,5,6,4,1,22.0,24100.0,16.0,26910.0
100,Blibli_Indonesia_Open,2019-07-18,2,MS,6,0,84,14,10,14,,1,7.0,22,20,11.0,21.0,21.0,19.0,54,60,2,1,4,3,8,8,3,7,1,14.0,30410.0,5.0,38240.0
101,Yonex_All_England_Open,2019-03-08,1,MS,4,0,37,1,13,47,2.0,19,,21,14,21.0,7.0,,,42,21,2,0,2,0,11,5,5,1,1,26.0,8640.0,20.0,9670.0
102,Blibli_Indonesia_Open,2019-07-20,2,MS,6,0,77,2,19,6,4.0,20,,21,19,18.0,21.0,21.0,16.0,60,56,2,1,5,2,6,6,6,1,1,22.0,24100.0,14.0,30410.0
103,Blibli_Indonesia_Open,2019-07-20,2,MS,4,0,50,3,8,0,,73,,21,17,21.0,10.0,,,42,27,2,0,2,0,6,4,0,0,0,16.0,26910.0,39.0,14010.0
104,Blibli_Indonesia_Open,2019-07-19,2,MS,4,0,33,5,8,57,,47,,21,16,21.0,13.0,,,42,29,2,0,4,0,7,4,3,2,1,39.0,14010.0,24.0,23210.0
105,Victor_China_Open,2019-09-17,0,MS,6,0,79,1,15,4,5.0,35,,21,16,12.0,21.0,23.0,21.0,56,58,2,1,4,1,5,6,3,2,1,12.0,44810.0,7.0,49660.0
106,Yonex_All_England_Open,2019-03-08,1,MS,4,0,43,3,5,54,6.0,14,,23,21,21.0,18.0,,,44,39,2,0,5,1,5,4,4,3,0,1.0,19840.0,33.0,6110.0
107,Blibli_Indonesia_Open,2019-07-18,2,MS,4,0,42,7,5,12,6.0,9,,22,20,21.0,13.0,,,43,33,2,0,8,0,11,6,3,0,0,2.0,44310.0,21.0,24110.0
108,Yonex_All_England_Open,2018-03-14,1,MS,4,0,33,7,8,12,,73,,21,7,21.0,13.0,,,42,20,2,0,2,0,8,3,3,1,0,25.0,7260.0,48.0,4440.0
109,Blibli_Indonesia_Open,2019-07-16,2,MS,4,0,35,2,19,6,4.0,65,,21,12,21.0,11.0,,,42,23,2,0,8,0,7,3,5,0,1,22.0,24100.0,18.0,25640.0
110,Blibli_Indonesia_Open,2019-07-19,2,MS,4,0,49,3,15,0,,35,,21,16,21.0,11.0,,,42,27,2,0,5,0,9,4,4,4,1,16.0,26910.0,11.0,31230.0
111,Blibli_Indonesia_Open,2019-07-17,2,MS,4,0,35,5,7,37,,3,,21,13,21.0,9.0,,,42,22,2,0,2,0,5,3,3,1,0,24.0,23210.0,25.0,23020.0
112,Yonex_All_England_Open,2019-03-06,1,MS,6,0,55,1,5,35,,9,,20,22,21.0,15.0,21.0,11.0,62,48,2,1,3,1,10,5,1,0,1,24.0,8790.0,5.0,14850.0
113,Blibli_Indonesia_Open,2019-07-19,2,MS,4,0,39,14,3,14,,13,,21,10,21.0,17.0,,,42,27,2,0,2,0,5,3,2,1,0,14.0,30410.0,28.0,20520.0
114,Victor_China_Open,2019-09-17,0,MS,6,0,61,9,5,13,,70,6.0,10,21,21.0,14.0,21.0,16.0,52,51,2,1,2,1,8,8,0,6,1,11.0,44850.0,4.0,51710.0
115,Blibli_Indonesia_Open,2019-07-17,2,MS,4,0,38,6,13,19,8.0,22,,21,14,21.0,13.0,,,42,27,2,0,3,0,6,3,5,4,0,7.0,35570.0,13.0,30940.0
116,Yonex_All_England_Open,2019-03-07,1,MS,4,0,35,5,9,37,,57,,21,12,21.0,17.0,,,42,29,2,0,3,0,8,5,2,2,0,29.0,7190.0,62.0,2220.0
117,Victor_China_Open,2019-09-19,0,MS,4,0,51,2,3,6,2.0,13,,21,19,21.0,18.0,,,42,37,2,0,3,0,4,3,2,2,0,3.0,56620.0,29.0,29780.0
118,Victor_China_Open,2019-09-19,0,MS,4,0,37,9,10,17,1.0,69,,21,10,21.0,11.0,,,42,21,2,0,2,0,6,3,8,3,0,2.0,58340.0,19.0,38510.0
119,Yonex_All_England_Open,2019-03-07,1,MS,4,0,52,9,13,13,,22,,21,19,21.0,13.0,,,42,32,2,0,3,0,6,3,0,4,1,20.0,9670.0,7.0,13150.0
120,Victor_China_Open,2019-09-18,0,MS,4,0,34,2,19,6,2.0,24,,21,12,21.0,10.0,,,42,22,2,0,2,0,6,2,3,1,0,3.0,56620.0,23.0,34730.0
121,Victor_China_Open,2019-09-17,0,MS,4,0,49,9,3,17,1.0,41,,21,14,21.0,14.0,,,42,28,2,0,3,0,5,3,3,1,0,2.0,58340.0,5.0,50800.0
122,Blibli_Indonesia_Open,2019-07-17,2,MS,4,0,36,5,10,24,,74,,21,12,21.0,15.0,,,42,27,2,0,3,0,4,2,0,0,0,38.0,14160.0,,
123,Yonex_All_England_Open,2019-03-07,1,MS,4,0,56,9,19,17,1.0,20,,21,19,21.0,11.0,,,42,30,2,0,5,0,5,4,3,0,0,4.0,17020.0,9.0,12720.0
124,Yonex_All_England_Open,2018-03-14,1,MS,4,0,39,5,16,37,,45,,22,20,21.0,11.0,,,43,31,2,0,7,0,8,5,6,0,0,25.0,7260.0,66.0,2750.0
125,Victor_China_Open,2019-09-19,0,MS,4,0,48,1,4,4,5.0,71,,21,10,21.0,17.0,,,42,27,2,0,3,0,6,2,3,2,1,12.0,44810.0,6.0,49690.0
126,Blibli_Indonesia_Open,2019-07-16,2,MS,6,0,56,1,2,33,,15,,14,21,21.0,16.0,21.0,16.0,56,53,2,1,3,2,5,6,0,0,0,4.0,39740.0,86.0,3140.0
127,Blibli_Indonesia_Open,2019-07-17,2,MS,6,0,55,5,9,57,,57,,21,15,13.0,21.0,21.0,10.0,55,46,2,1,2,1,8,4,2,2,1,39.0,14010.0,17.0,25730.0
128,Yonex_All_England_Open,2018-03-14,1,MS,6,0,59,10,9,49,5.0,57,,13,21,21.0,15.0,21.0,11.0,55,47,2,1,3,3,5,5,3,1,0,17.0,8640.0,17.0,8640.0
129,Victor_China_Open,2019-09-20,0,MS,4,0,49,3,4,0,8.0,7,2.0,21,17,21.0,11.0,,,42,28,2,0,3,0,5,3,3,7,1,14.0,43160.0,3.0,56620.0
130,Victor_China_Open,2019-09-18,0,MS,6,0,71,3,8,43,,31,,21,13,14.0,21.0,21.0,14.0,56,48,2,1,2,1,6,4,2,3,0,31.0,28720.0,34.0,27170.0
131,Blibli_Indonesia_Open,2019-07-16,2,MS,6,0,85,14,13,14,,19,,21,19,19.0,21.0,21.0,17.0,61,57,2,1,3,1,6,6,1,0,1,14.0,30410.0,12.0,31110.0
132,Blibli_Indonesia_Open,2019-07-17,2,MS,4,0,39,11,19,28,,24,,21,14,21.0,13.0,,,42,27,2,0,7,0,6,3,1,0,0,11.0,31230.0,23.0,24030.0
133,Yonex_All_England_Open,2019-03-06,1,MS,4,0,30,3,13,11,,21,,21,10,21.0,17.0,,,42,27,2,0,8,0,8,5,1,3,0,33.0,6110.0,33.0,6110.0
134,Blibli_Indonesia_Open,2019-07-18,2,MS,6,0,74,1,13,10,,23,1.0,21,16,11.0,21.0,21.0,18.0,53,55,2,1,2,2,6,9,1,3,1,28.0,20520.0,3.0,42540.0
135,Victor_China_Open,2019-09-18,0,MS,6,0,72,7,13,1,7.0,22,,21,14,19.0,21.0,21.0,13.0,61,48,2,1,2,2,6,5,6,4,0,8.0,49090.0,16.0,41640.0
136,Victor_China_Open,2019-09-17,0,MS,4,0,32,7,8,53,,73,,21,10,21.0,15.0,,,42,25,2,0,2,0,5,5,4,4,0,19.0,38510.0,26.0,31700.0
137,Blibli_Indonesia_Open,2019-07-16,2,MS,4,0,58,7,5,12,6.0,56,,21,17,24.0,22.0,,,45,39,2,0,2,4,6,4,2,1,0,2.0,44310.0,32.0,19670.0
