,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Upset,Team 1 World Ranking (at the time),Team 1 Points Accumulated,Team 2 World Ranking (at the time),Team 2 Points Accumulated
120,Victor_China_Open,2019-09-17,China,MD,6,0,60,Japan,Malaysia,"Takeshi Kamura, Keigo Sonoda",4.0,"Goh Sze Fei, Nur Izzuddin",,15,21,21.0,13.0,21.0,16.0,57,50,2,1,6,2,7,4,1,0,0,3,68550,22,33760
121,Yonex_All_England_Open,2018-03-14,England,MD,4,0,31,Malaysia,Japan,"Goh V Shem, Tan Wee Kiong",,"Takeshi Kamura, Keigo Sonoda",5.0,21,13,21.0,17.0,,,42,30,2,0,3,0,5,3,2,11,0,3,17740,51,3600
122,Blibli_Indonesia_Open,2019-07-16,Indonesia,MD,4,0,29,China,China,"He Ji Ting, Tan Qiang",,"Di Zi Jian, Wang Chang",,21,14,21.0,18.0,,,42,32,2,0,7,0,5,4,1,0,0,23,20980,48,9920
123,Blibli_Indonesia_Open,2019-07-16,Indonesia,MD,6,0,65,China,Chinesetaipei,"Han Cheng Kai, Zhou Hao Dong",7.0,"Lu Ching Yao, Yang Po Han",,21,16,15.0,21.0,21.0,17.0,57,54,2,1,2,2,4,4,2,0,1,13,27890,9,34770
124,Victor_China_Open,2019-09-18,China,MD,4,0,29,Denmark,Chinesetaipei,"Kim Astrup, Anders Skaarup Rasmussen",8.0,"Lee Jhe-Huei, Yang Po-Hsuan",,21,14,21.0,11.0,,,42,25,2,0,3,0,4,3,2,0,1,19,35900,18,36660
125,Victor_China_Open,2019-09-17,China,MD,4,0,45,Denmark,China,"Mathias Boe, Mads Conrad-Petersen",,"Han Cheng Kai, Zhou Hao Dong",6.0,21,19,21.0,18.0,,,42,37,2,0,4,0,4,4,2,1,1,45,18650,13,40610
126,Yonex_All_England_Open,2019-03-06,England,MD,6,0,56,China,China,"He Ji Ting, Tan Qiang",,"Li Jun Hui, Liu Yu Chen",2.0,18,21,21.0,18.0,24.0,22.0,63,61,2,1,3,6,4,4,1,2,0,33,6070,42,5040
127,Victor_China_Open,2019-09-17,China,MD,4,0,30,India,Canada,"Satwiksairaj Rankireddy, Chirag Shetty",,"Jason Anthony Ho-Shue, Nyl Yakura",,21,7,21.0,18.0,,,42,25,2,0,3,0,9,3,0,0,0,36,22800,43,19620
128,Yonex_All_England_Open,2019-03-06,England,MD,6,0,55,Russia,Japan,"Vladimir Ivanov, Ivan Sozonov",,"Takuto Inoue, Yuki Kaneko",,15,21,21.0,19.0,21.0,16.0,57,56,2,1,4,1,5,8,1,4,1,28,7190,19,8930
129,Victor_China_Open,2019-09-17,China,MD,4,0,34,Indonesia,Japan,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Takuro Hoki, Yugo Kobayashi",,21,17,21.0,15.0,,,42,32,2,0,2,0,5,3,10,4,0,4,61910,12,40920
130,Yonex_All_England_Open,2019-03-06,England,MD,6,0,46,China,India,"Ou Xuan Yi, Ren Xiang Yu",,"Attri Manu, Reddy B. Sumeeth",,21,19,16.0,21.0,21.0,14.0,58,54,2,1,2,3,4,5,0,0,0,40,5270,48,3600
131,Blibli_Indonesia_Open,2019-07-17,Indonesia,MD,6,0,68,Japan,Malaysia,"Hiroyuki Endo, Yuta Watanabe",5.0,"Ong Yew Sin, Teo Ee Yi",,17,21,21.0,15.0,21.0,16.0,59,52,2,1,2,1,6,4,5,0,0,8,35760,10,34160
